"","lon","lat"
"763",-111.9036082,40.7652372
"764",-111.9036082,40.7652372
"765",-122.2711137,37.8043637
"766",-117.1610838,32.715738
"767",-74.0059728,40.7127753
"768",NA,NA
"769",-97.1330683,33.2148412
"770",-94.6858998,46.729553
"771",-118.4003563,34.0736204
"772",-121.4016021,36.8524545
"773",-84.3879824,33.7489954
"774",-123.8695086,40.7450055
"775",-95.712891,37.09024
"776",-83.6499321,41.04422
"777",-78.6568942,37.4315734
"778",-73.567256,45.5016889
"779",-119.4179324,36.778261
"780",-111.9260519,33.4941704
"781",-90.1994042,38.6270025
"782",-120.4357191,34.9530337
"783",-98.4936282,29.4241219
"784",-77.1945247,41.2033216
"785",-73.134961,40.789142
"786",-73.134961,40.789142
"787",-106.346771,56.130366
"788",-79.3831843,43.653226
"789",-95.712891,37.09024
"790",-77.2036041,39.172728
"791",-84.8766115,35.1595182
"792",-96.818039,32.787669
"793",-86.5804473,35.5174913
"794",-86.5804473,35.5174913
"795",-114.0708459,51.0486151
"796",-87.6297982,41.8781136
"797",-95.712891,37.09024
"798",-80.2781057,25.8575963
"799",-79.3831843,43.653226
"800",-85.6023643,44.3148443
"801",-86.158068,39.768403
"802",-91.9623327,30.9842977
"803",4.3517103,50.8503396
"804",-87.6947414,36.3183879
"805",-85.323214,51.253775
"806",-73.6917851,42.7284117
"807",-83.1497751,42.6064095
"808",-80.1917902,25.7616798
"809",-76.6121893,39.2903848
"810",-122.3371809,48.4370202
"811",-81.440907,27.495592
"812",45.079162,23.885942
"813",-122.4194155,37.7749295
"814",-80.1917902,25.7616798
"815",-95.2352501,38.9716689
"816",-83.5378674,41.6528052
"817",-83.5378674,41.6528052
"818",-118.1937395,33.7700504
"819",18.643501,60.128161
"820",-96.7969879,32.7766642
"821",-74.4056612,40.0583238
"822",-87.6297982,41.8781136
"823",-95.712891,37.09024
"824",-96.7898034,46.8771863
"825",-73.567256,45.5016889
"826",-95.712891,37.09024
"827",-80.085059,42.1292241
"828",-98.4936282,29.4241219
"829",-79.0164284,42.2931163
"830",NA,NA
"831",-120.9968782,37.6390972
"832",-97.3307658,32.7554883
"833",-95.2860474,29.5635666
"834",-118.2436849,34.0522342
"835",-97.7258626,33.7867684
"836",-74.2179326,43.2994285
"837",-95.712891,37.09024
"838",-71.0588801,42.3600825
"839",-122.2913078,37.8271784
"840",-73.9687401,40.7555456
"841",-73.9687401,40.7555456
"842",-73.9687401,40.7555456
"843",-73.9687401,40.7555456
"844",-73.9687401,40.7555456
"845",-73.9687401,40.7555456
"846",-74.0059728,40.7127753
"847",-75.0246312,39.926813
"848",-71.5723953,43.1938516
"849",-79.9958864,40.4406248
"850",-99.9018131,31.9685988
"851",-99.9018131,31.9685988
"852",-104.8732477,39.4156345
"853",-101.0020119,47.5514926
"854",-97.856109,27.5158689
"855",-83.9207392,35.9606384
"856",-74.0059728,40.7127753
"857",-99.9018131,31.9685988
"858",-99.9018131,31.9685988
"859",-122.2913078,37.8271784
"860",-81.3792365,28.5383355
"861",NA,NA
"862",-2.13125,49.214439
"863",-83.1785361,42.2505943
"864",-88.4131758,47.0977044
"865",-88.4131758,47.0977044
"866",-80.244216,36.0998596
"867",-74.0059728,40.7127753
"868",-117.3754942,33.9806005
"869",-119.4179324,36.778261
"870",-74.4229266,39.3642834
"871",-82.907123,40.4172871
"872",-88.9906312,40.5142026
"873",-77.0368707,38.9071923
"874",-77.1945247,41.2033216
"875",-119.4179324,36.778261
"876",-99.9018131,41.4925374
"877",-74.0059728,40.7127753
"878",-83.7430378,42.2808256
"879",-119.0167679,36.06523
"880",-87.6297982,41.8781136
"881",-116.1171311,44.906183
"882",-84.3879824,33.7489954
"883",-74.9921108,39.7842813
"884",-87.6297982,41.8781136
"885",-87.6297982,41.8781136
"886",-79.0849436,43.0895577
"887",-111.6946475,40.2968979
"888",18.643501,60.128161
"889",-74.4056612,40.0583238
"890",-77.1764149,38.7636242
"891",-118.2436849,34.0522342
"892",-95.3698028,29.7604267
"893",-77.6088465,43.1565779
"894",-74.0059728,40.7127753
"895",-87.6297982,41.8781136
"896",-105.0372046,39.8366528
"897",-95.712891,37.09024
"898",-99.9018131,31.9685988
"899",25.7481511,61.92411
"900",25.7481511,61.92411
"901",-84.3879824,33.7489954
"902",-95.7243335,37.2321077
"903",-99.9018131,31.9685988
"904",-79.3831843,43.653226
"905",0.4690888,51.7343313
