"","long","lat"
"895",-81.55650496,28.33774294
"896",-93.20944444,37.02722222
"897",-76.7466965,39.3154411
"898",-73.0369,41.5583
"899",-79.06433,43.10664
"900",-76.88746222,42.40752309
"901",-97.1932,33.0005
"902",-85.66509541,30.18758221
"903",-81.30775452,28.43035481
"904",-85.7052474,33.15264646
"905",-87.63588487,41.87876823
"906",-82.293251,27.9344444
"907",-98.87194444,30.27416667
"908",-115.17144575,36.11621692
"909",-94.58514,39.04638
"910",-97.1303711,31.5506001
"911",-83.4153,41.1592
"912",-104.9229658,37.8326651
"913",-118.35412645,34.13831062
"914",-77.4564,37.5811
"915",-88.1136,43.0605
"916",-88.24908159,40.10076904
"917",-88.267448,30.6635326
"918",-82.4576,28.22654
"919",-73.98661,40.76344
"920",-73.94111111,40.68333333
"921",-92.26794,34.75754
"922",-122.871515,45.539184
"923",-92.84258017,45.37765459
"924",-96.7977,32.7774
"925",-80.16747,42.0925299
"926",-122.14231582,47.7051528
"927",-97.74031859,30.27942737
"928",-86.3384,41.9472
"929",-111.07427917,45.67070719
"930",-75.32121306,40.02314028
"931",-87.6156015,41.89388471
"932",-121.4947,38.577
"933",-94.22072,36.38591
"934",-77.03660488,38.89684467
"935",-76.6117,40.1472
"936",-78.8494,42.9047
"937",-87.64,41.95
"938",-80.3740858,25.7982546
"939",-80.3741728,25.7982604
"940",-80.3740858,25.7982546
"941",-110.8850949,32.2107257
"942",-73.6421,41.1939
"943",-75.31297894,40.08613028
"944",-75.0668523,39.92469992
"945",-104.8579,39.3724
"946",-95.567,30.1738
"947",-79.0556,35.913
"948",-76.6512,40.2784
"949",-93.3625,43.1444
"950",-73.97673575,40.68461674
"951",-76.39,36.87
"952",-78.79837,42.24916
"953",-118.243,34.0522
"954",-105.111,39.82
"955",-93.4461,38.31
"956",-96.78450464,33.08012017
"957",-96.7302371,43.5473579
"958",-97.0984,35.4122
